Timestamp (ms),X,Y,Z
296476730.0,-24.93,-51.34,117.1
296478710.0,8.13,-32.92,-88.84
296480690.0,-18.22,-7.3,2.54
296482670.0,1.18,-18.03,85.01
296484650.0,-24.81,-19.74,16.45
296486631.0,13.5,-4.37,43.17
296488611.0,-56.89,24.54,-25.52
296490591.0,-55.43,8.07,74.15
296492571.0,-42.86,45.89,-29.55
296494551.0,32.9,12.1,42.31
296496532.0,7.89,7.59,67.93
296498512.0,-34.44,43.09,-9.78
296500492.0,-14.56,6.37,16.69
296502472.0,18.02,-21.21,85.01
296504453.0,52.79,0.51,64.76
296506433.0,6.91,1.61,-55.41
296508413.0,10.57,-33.53,57.56
296510393.0,14.36,-2.66,43.9
296512373.0,3.13,-17.67,40.36
296514354.0,-21.39,-33.77,23.52
296516334.0,-31.39,-16.69,-30.28
296518314.0,21.55,14.91,83.55
296520294.0,-33.71,-15.11,3.15
296522274.0,-55.79,8.93,4.86
296524255.0,-31.88,35.16,28.89
296526235.0,6.43,56.39,11.45
296528215.0,-1.63,-37.55,8.03
296530195.0,-5.41,11.73,64.88
296532175.0,3.38,23.93,56.83
296534156.0,-20.9,-16.2,23.89
296536136.0,42.9,-57.07,-29.3
296538116.0,13.75,1.97,5.1
296540096.0,24.97,-22.55,119.78
296542076.0,-26.64,-39.63,71.35
296544057.0,22.77,-34.38,-66.76
296546037.0,-4.31,-13.15,8.76
296548017.0,4.35,5.76,71.71
296549997.0,-35.91,-13.76,48.66
296551978.0,3.38,3.07,1.32
296553958.0,-49.94,43.45,-21.49
296555938.0,-39.08,17.96,98.31
296557918.0,-40.42,49.68,-4.54
296559898.0,13.38,18.08,-26.13
296561879.0,-6.75,17.83,102.46
296563859.0,-51.65,39.06,24.62
296565839.0,-20.41,10.51,-14.54
296567819.0,25.09,-35.97,91.6
296569799.0,62.3,-0.83,67.32
296571780.0,4.96,-4.37,-44.92
296573760.0,9.35,-32.67,42.43
296575740.0,8.13,-12.3,27.31
296577720.0,10.94,-22.43,71.71
296579700.0,-14.68,-26.33,5.1
296581681.0,-11.87,-24.87,-31.25
296583661.0,17.89,10.15,52.68
296585641.0,-46.89,-9.01,42.43
296587621.0,-67.51,9.66,53.05
296589601.0,-37.98,21.98,-3.44
296591582.0,1.18,44.92,11.32
296593562.0,10.57,-24.38,22.67
296595542.0,-24.32,9.29,49.75
296597522.0,-1.38,28.94,58.78
296599503.0,-23.34,-5.59,27.18
296601483.0,60.84,-45.36,-6.85
296603463.0,27.65,4.05,-24.54
